0001015988;1989|0
0000728336;22224928|2
0000396437;742|0
0000487944;1|0
0000553817;1730|0
0000454629;1391|0
0000455374;1392|0
0000507370;1634|0
0000821776;1600|0
0000639174;2089|0
0001050544;1532|0
0000988447;16|0
0000314087;270|0
0000672852;1279|0
0000252379;1829|0
0000028098;8948247|2
0001082858;44141937|3
0000555954;1735|0
0001031578;1972|0
0001076377;2110|0
0000397648;743|0
0000875423;473|0
0000930376;617|0
0000353002;1037|0
0000051872;2141|0
0000398734;744|0
0000835097;1820476259|11
0000543975;19600879|2
0000508602;1635|0
0000603418;2240|0
0000390533;732|0
0001059555;1322|0
0001059774;1323|0
0000824619;1601|0
0000110423;117|0
0000815009;1582|0
0000477579;122|0
0000779275;1493|0
0000480507;123|0
0000898917;790|0
0000339210;1196909108|0
0000559240;1739|0
0000505251;504|0
0000149234;2285|0
0000779024;1495|0
0000607152;1059|0
0000033889;998|0
0000779907;1496|0
0000361692;513|0
0000951464;1128|0
0000986698;11|0
0000448252;1380|0
0001082428;157190504|3
0000234738;1773|0
0000456678;1394|0
0000133095;199|0
0000738016;150|0
0000700250;1254|0
0000938741;625|0
0001039560;77|0
0000989266;12|0
0000739737;152|0
0000400363;746|0
0000151473;1497555|3
0000850851;1605|0
0000850851;1882|0
0000951637;1126|0
0000672223;1280|0
0000931056;618|0
0000814374;1584|0
0000509626;1640|0
0000988597;19|0
0001074211;445|0
0000741808;154|0
0000139983;208|0
0001038676;78|0
0000514565;1679|0
0000296461;349|0
0000826982;1606|0
0000253499;1832|0
0000608554;1060|0
0000899308;795|0
0000297102;350|0
0000235502;1775|0
0000189651;1228|0
0001062321;1353|0
0000602165;1196907183|0
0000602165;1063|0
0000297194;351|0
0000149338;555|0
0000897783;782|0
0000877165;477|0
0000029945;2138|0
0000278519;220|0
0000559461;1741|0
0000712404;1198|0
0000514992;1680|0
0000712004;1199|0
0000160825;707|0
0000497739;406|0
0000297811;352|0
0000135999;202|0
0000135999;1196906749|0
0000363367;1357|0
0000377795;1115|0
0000340452;325|0
0000111951;101|0
0000254357;1833|0
0000679197;1288|0
0000822986;2267|0
0000815343;1585|0
0000827451;1607|0
0000823502;1586|0
0000045110;1011|0
0001046036;2191|0
0000883717;2250|0
0000124665;452|0
0001058581;1324|0
0000507473;1633|0
0000312126;269|0
0000426112;286|0
0000447903;1381|0
0000160154;712|0
0000577790;941|0
0000428505;287|0
0000336617;328|0
0000610995;19600313|2
0000035146;999|0
0000079572;1196909686|0
0000822773;2268|0
0000780261;1498|0
0000324802;685|0
0000293598;347|0
0000618545;2241|0
0000036585;1000|0
0000625428;1920|0
0000084205;898|0
0000088104;899|0
0000604260;1074|0
0000043183;2143|0
0000232488;1777|0
0000315463;271|0
0000209608;1643|0
0000586703;651|0
0000267153;2123|0
0000210916;1644|0
0000354234;1735873|3
0000714174;1200|0
0000161187;709|0
0000091780;900|0
0000355960;523|0
0000389482;733|0
0000512975;1681|0
0000625713;1921|0
0000054559;2286|0
0001026541;383|0
0000680894;1290|0
0000612859;1076|0
0000701695;290|0
0000701695;1257|0
0000391142;734|0
0000137564;201|0
0000672618;1281|0
0000533284;109791828|3
0000179056;913|0
0000342464;330|0
0000673247;1282|0
0000135434;205|0
0000448699;1382|0
0000402312;749|0
0000358221;524|0
0000941961;619|0
0000359539;525|0
0001014290;265|0
0000312780;273|0
0000841238;843|0
0000179891;914|0
0000823069;2269|0
0000040724;2144|0
0000495903;411|0
0000207368;1656|0
0001080138;33114|2
0000601813;1071|0
0000032243;2145|0
0000897298;783|0
0000766962;1952|0
0000038079;1001|0
0000673564;1291|0
0000032891;982|0
0000028132;1002|0
0000449592;1383|0
0000251693;48478517|6
0000251693;1827|0
0000212231;1647|0
0000055176;48479031|6
0000030138;983|0
0000431872;292|0
0000919128;834|0
0000282948;224|0
0001080300;242449336|3
0000039313;1003|0
0000404307;751|0
0000812044;1587|0
0000562524;1746|0
0000178675;918|0
0001046667;581|0
0000874705;2001|0
0000326965;691|0
0000149454;8262064|5
0000510802;1668|0
0000255034;1836|0
0000511641;1669|0
0000897496;2180|0
0000169656;868|0
0000029755;984|0
0000652153;1460|0
0000152178;558|0
0000432972;294|0
0000151402;1070706|5
0000283855;1196908399|0
0000030048;985|0
0000028093;231439047|3
0000124332;454|0
0000613119;2243|0
0000613119;39435179|3
0000182438;919|0
0001010890;254|0
0000915216;822|0
0000353165;2200|0
0000354207;1038|0
0000039866;1005|0
0000699624;2203|0
0000816016;2300|0
0000991097;28|0
0000030901;986|0
0000449065;1196908344|0
0000449065;48478523|6
0000898416;1537710|5
0000077344;2318|0
0000358632;526|0
0000563727;1748|0
0000524888;1696|0
0000460331;1402|0
0001040322;82|0
0000857200;2002|0
0000480228;2190|0
0000238453;1780|0
0000092403;2171|0
0000121319;455|0
0000030784;987|0
0000624093;1916|0
0000496421;396|0
0000517419;1683|0
0000908307;804|0
0000545758;968|0
0000326174;686|0
0000517077;1684|0
0000821311;1610|0
0000876108;481|0
0000953889;1133|0
0000040939;1006|0
0000748406;169|0
0000576828;940|0
0000550426;1726|0
0000969165;1163|0
0000433757;296|0
0000354349;514|0
0000787014;1505|0
0000932381;2255|0
0000147475;551|0
0000702236;358|0
0000702236;28321937|3
0000702236;1260|0
0000820909;1611|0
0000449174;1406|0
0000990649;32|0
0000028106;8949212|2
0000482307;127|0
0000428878;297|0
0000822510;1612|0
0000638992;2094|0
0000353350;1039|0
0000900229;808|0
0000857819;2003|0
0000530195;594|0
0000284649;227|0
0000815834;1589|0
0000198812;1437|0
0000863499;17004690|2
0000496961;397|0
0000843546;48478529|6
0000817030;1590|0
0000239405;1783|0
0000041522;1007|0
0000979954;13104698|3
0000933560;627|0
0001076704;32979|2
0000674573;1283|0
0000496150;417|0
0000496764;418|0
0000257015;1839|0
0000231903;1785|0
0000092517;901|0
0000655390;1475|0
0000126194;457|0
0000256661;1840|0
0000583577;642|0
0000816796;14303309|2
0000589061;656|0
0000094182;903|0
0000353267;1040|0
0000220921;1708|0
0000931387;620|0
0000511224;1670|0
0000031038;989|0
0000279503;230|0
0000613984;1196907634|0
0000353936;1048|0
0000313052;276|0
0000544148;971|0
0000849329;1868|0
0000152503;562|0
0000643243;1196907361|0
0000643243;2095|0
0000353906;1049|0
0000032273;1009|0
0000106163;874|2
0000319106;277|0
0000091514;861|2
0001030770;1980|0
0000240724;1196908791|0
0000240724;1786|0
0000332070;605|0
0000150573;556|0
0000463878;1408|0
0000857973;2004|0
0000200805;1439|0
0000407485;755|0
0000875070;2005|0
0000030318;988|0
0000139301;207|0
0001071128;1568|0
0000111050;98|0
0000330054;600|0
0000159128;713|0
0000034520;4060551|5
0000435845;300|0
0000590086;657|0
0000115039;107|0
0000436180;301|0
0000219991;1702|0
0000123019;2244|0
0000031861;2147|0
0000044453;1010|0
0000386590;735|0
0000028054;8948949|2
0000145476;1617795|5
0000145476;1196909847|0
0000062869;2148|0
0000031255;2160|0
0000923706;2067|0
0000697348;1284|0
0001078098;33207|2
0000442052;218840939|3
0000816556;1592|0
0000817136;1593|0
0000821470;1613|0
0000896058;785|0
0000028092;8948953|2
0000463433;1409|0
0000242137;1196909425|0
0000105827;3878650|3
0000405359;736|0
0000409857;758|0
0000615954;1083|0
0000054523;2163|0
0000242477;1788|0
0000677685;1299|0
0000699956;1264|0
0000953601;1140|0
0000617046;1084|0
0000731749;177|0
0000675770;1301|0
0000838330;839|0
0000410306;759|0
0000055305;2149|0
0000168097;873|0
0000169627;874|0
0000817848;1594|0
0001021369;1853|0
0000858769;2006|0
0001012687;259|0
0000412092;761|0
0000108058;1869|0
0000567149;1753|0
0000322158;34275864|6
0000849418;1870|0
0000183340;922|0
0000567572;1754|0
0000437273;302|0
0000935004;629|0
0000512841;1671|0
0000817333;2207|0
0000188148;1238|0
0000055218;2150|0
0000177609;924|0
0000301384;363|0
0000242815;1790|0
0000031298;990|0
0000107940;905|0
0000034553;2151|0
0000045978;1013|0
0000617638;1196908229|0
0000675089;1302|0
0000031513;991|0
0000169819;875|0
0000046203;1014|0
0000154869;564|0
0000854240;109|2
0001047550;931|0
0000526422;2370|0
0000859112;2007|0
0000486697;2223|0
0000504487;506|0
0000504487;9122481|3
0000504487;48478520|6
0000163156;715|0
0000154121;565|0
0000162509;716|0
0000943375;630|0
0000645265;2099|0
0000780707;1510|0
0000495241;398|0
0000849475;1871|0
0000333860;608|0
0000711776;1189|0
0000155761;566|0
0000939368;621|0
0000753812;179|0
0000569454;1756|0
0000569712;1757|0
0000859860;2008|0
0000329266;703|0
0000465776;1413|0
0000521207;1690|0
0000899487;815|0
0000110395;2189|0
0001054105;1546|0
0000201619;1441|0
0000429192;9|2
0000429192;303|0
0000429192;1336|0
0000526066;8208186|3
0000221033;1709|0
0000047843;1015|0
0000508311;1639|0
0000353616;1041|0
0000467152;1415|0
0000220054;1711|0
0000156838;568|0
0000073738;992|0
0000078911;30|3
0000108409;104|2
0000352775;1042|0
0000314680;279|0
0000187992;1240|0
0000932623;622|0
0000049473;1016|0
0000552670;1768|0
0000618730;1087|0
0000108336;1893|0
0000901259;817|0
0000526450;2046|0
0000503664;502|0
0000484103;131|0
0000051349;1017|0
0000505878;510|0
0000109677;32797|2
0001060368;1326|0
0000511909;1672|0
0000830269;1614|0
0000358508;528|0
0000164163;719|0
0001050889;1529|0
0000661564;1480|0
0000731078;174|0
0000521642;1691|0
0000851198;1894|0
0000851407;1895|0
0000570396;1759|0
0000600317;1054|0
0000820178;1618|0
0000822663;2271|0
0000818342;1595|0
0000103376;48478638|6
0000103376;12926431|3
0000103376;1196907440|0
0000069653;54100001|3
0000522250;1692|0
0000990310;47|0
0000439531;306|0
0000296630;2299|0
0000109999;99|0
0000280959;236|0
0000414561;764|0
0000935761;631|0
0000653526;1462|0
0000202186;2261|0
0000258908;1843|0
0000518304;1685|0
0000392023;738|0
0000949228;1145|0
0000711492;1190|0
0000767276;2279|0
0000818159;2206|0
0000304457;366|0
0000639929;2087|0
0000450064;1384|0
0000450563;1385|0
0000140628;209|0
0000108785;1872|0
0000052457;1018|0
0000897978;787|0
0000109057;1873|0
0000684819;1303|0
0000850082;1874|0
0000148783;552|0
0000951362;2258|0
0000041768;48479098|6
0000860803;2212|0
0000055977;1020|0
0000653969;1463|0
0000730683;138|0
0000730683;1304|0
0000730683;11661232|3
0000730683;40525261|3
0000353103;1043|0
0000965067;1176|0
0000593020;666|0
0000709964;1212|0
0000031992;1021|0
0000712711;1191|0
0000685619;1306|0
0000933219;623|0
0000244219;1795|0
0000369872;133548729|6
0000303922;368|0
0000094504;2175|0
0000094504;1196907766|0
0000654215;1464|0
0001072678;1573|0
0000686658;1307|0
0000686970;1308|0
0000618211;854268|5
0000618211;1088|0
0000305360;45|0
0000305360;369|0
0000305360;2355|0
0000056325;12728461|3
0001061655;1327|0
0001076081;2115|0
0000697597;1274|0
0000818568;1596|0
0000064115;9305323|2
0000265488;2131|0
0000028077;8949185|2
0000670178;1309|0
0000107755;5719066|3
0000434562;218840965|3
0000779470;1515|0
0000779470;40525580|3
0000330194;612|0
0001045744;578|0
0000845839;852|0
0000321146;280|0
0000325651;694|0
0000355584;515|0
0000259551;1845|0
0000874332;2009|0
0000307347;372|0
0000032609;1023|0
0000850812;2296|0
0000321069;2235|0
0000819513;1597|0
0000937073;2350|0
0000353211;1044|0
0000354245;1045|0
0000654373;1482|0
0000289650;238|0
0000129107;463|0
0000028109;8948275|2
0000416834;768|0
0000937362;632|0
0000471372;1422|0
0000031541;2167|0
0000505036;507|0
0000362683;1373|0
0000780806;1517|0
0000107443;2289|0
0000031598;1196906717|0
0000849826;2369|0
0000512213;1673|0
0000313389;52903652|3
0000851816;1875|0
0000060970;1025|0
0000222643;1717|0
0000819877;1598|0
0000832872;1620|0
0000031209;994|0
0000232175;1798|0
0000130025;465|0
0000130025;48479108|6
0000215898;1657|0
0000308336;376|0
0000273315;2133|0
0000445112;1387|0
0000031945;2153|0
0000779729;1196907150|0
0000779729;1520|0
0000989508;53|0
0000215561;1658|0
0000062152;1026|0
0000544273;976|0
0000275366;2134|0
0000202522;1196906908|0
0000202522;1446|0
0000174247;882|0
0000202987;1447|0
0000197740;1448|0
0001077937;110528745|3
0000732058;139|0
0000108152;1876|0
0000472995;1425|0
0000650509;1472|0
0000103664;893|0
0000542813;957|0
0000625079;1934|0
0000776525;1522|0
0000603285;1058|0
0000198552;1451|0
0000864391;2033|0
0000217119;1196908949|0
0000217119;1659|0
0001016954;1990|0
0000362485;516|0
0000524032;1694|0
0000356811;517|0
0000356811;1196909954|0
0000356811;9122284|3
0001039119;90|0
0001092542;8026|0
0001009164;264|0
0000110182;100|0
0000354008;1046|0
0000819264;1599|0
0000980005;1809|0
0000336113;615|0
0000473473;1426|0
0000309239;377|0
0000773333;8876838|2
0000062941;1004|0
0000064143;1196909251|0
0000822107;1621|0
0000033527;1028|0
0000083828;336|3
0000107253;33208|2
0000731514;140|0
0001078295;8460|0
0000198655;1452|0
0000990874;54|0
0000418893;770|0
0000101126;909|0
0000596969;674|0
0000207393;1660|0
0000041092;48479112|6
0000861290;2213|0
0000354270;2197|0
0000322038;282|0
0000356160;518|0
0000597763;675|0
0000853758;1902|0
0000347213;337|0
0000347213;11664406|3
0000165366;726|0
0000676040;1311|0
0000066240;1029|0
0000719852;1220|0
0000152434;2307|0
0000586851;52916681|3
0000900209;788|0
0000080592;77417222|3
0000080592;894|0
0000325321;696|0
0000394020;739|0
0000201238;13098325|3
0001061168;1343|0
0000822874;2272|0
0000509929;1674|0
0000028064;8949265|2
0000053579;1686200|5
0000290950;241|0
0000133821;214|0
0000733783;186|0
0000981370;1810|0
0000144359;217|0
0000144359;1196908017|0
0000144359;12841656|3
0000260108;1846|0
0000175875;885|0
0000323906;284|0
0000335742;616|0
0000850493;1904|0
0000156289;571|0
0000833758;1624|0
0000654543;1486|0
0000324400;687|0
0000835204;1626|0
0000216959;1661|0
0000452430;1389|0
0000069763;1031|0
0000220223;1722|0
0000108684;1900|0
0000157561;572|0
0000954114;1149|0
0000946406;634|0
0000230626;1781|0
0000530560;590|0
0000129679;468|0
0000420393;773|0
0000506189;509|0
0000422109;774|0
0000422579;775|0
0000802399;1906|0
0000652587;1485|0
0000978720;1824|0
0000947716;636|0
0000231721;1804|0
0000103461;911|0
0000347876;340|0
0000861519;995|0
0000861519;2035|0
0000292612;244|0
0000424382;776|0
0000758788;188|0
0000250453;1828|0
0000277626;2135|0
0001040440;95|0
0000794760;1907|0
0000222530;1724|0
0000277748;2136|0
0000250154;1806|0
0000260664;1848|0
0001007773;246|0
0000765566;1944|0
0000293065;245|0
0000850323;1877|0
0000429610;318|0
0000326025;701|0
0000185581;927|0
0000691520;1314|0
0000878051;494|0
0001062472;1345|0
0000531836;598|0
0000882410;495|0
0000881469;496|0
0000425170;778|0
0000349338;342|0
0000728734;189|0
0000326360;688|0
0000918009;831|0
0000176331;887|0
0001080784;1890138|5
0001062163;2185|0
0000430375;319|0
0000031666;996|0
0000131788;469|0
0001029043;1988|0
0000028104;8949373|2
0000399113;2222|0
0000849631;1910|0
0000498510;437|0
0000033097;1032|0
0001073005;1580|0
0000063600;2155|0
0000646747;2103|0
0000476678;1431|0
0000676322;1315|0
0000653294;1465|0
0000861803;2038|0
0000638402;2088|0
0000506743;48478498|6
0000854968;2011|0
0000336376;345|0
0000529798;591|0
0000053532;2168|0
0001017667;1991|0
0000693168;1318|0
0000361991;534|0
0000070886;1033|0
0000919483;2084|0
0000623258;13093923|3
0000623258;19600798|2
0000385836;1124|0
0000676868;1319|0
0000166806;729|0
0000839247;858|0
0000167517;730|0
0000071564;1034|0
0000451237;1390|0
0000206007;1457|0
0000134530;216|0
0000881734;475|0
0000779252;285|3
0000093924;4903795|3
0000639777;2106|0
0000848070;860|0
0000131079;470|0
0000262423;1850|0
0000072858;1036|0
0000077774;2156|0
0000169971;890|0
0000034410;2157|0
0000031716;997|0
0000053706;2158|0
0000492321;536|0
0000780892;1528|0
0000032219;2341|0
0000850959;2322|0
0001070430;1564|0
0000861371;2012|0
0000938543;639|0
0000132275;48478632|6
0000324283;285|0
0000649612;2107|0
0001048733;1530|0
0001079557;140|2
0000600115;684|0
0000991690;2344|0
0000263227;2137|0
0000219005;1667|0
0000263113;1851|0
0000037994;2159|0
